is_spam,text
1,"Exciting Offer: Avail financing up to PKR 750,000 at 3% off on markup from the comfort of your home. Simply Login Alfa > Loans > Instant Loan T&Cs Apply. To block promotions, send UNSUB to 8006409."
1,hsbc credit cards get an iphone s or s plus  have  instalments waived off valid at any abans apple istore on a  month  plan until april tc apply
1,  asha aunty please call her and tell her your requirements she will arrange everything have already spoken to her
1,Auspost Great news Your parcel have be deliver Please provide proof of identity when collect Auto SMS please do not reply
1,mazon 's Black Friday inner be Christine Fill in ne survey and you will ceive this XXX Amazon ftcard instantly http://jus.info/I9YVHOvjyk
0,Hahaha really! I'm really very far away! What did your class do for Mr ku LOL.
1,faasos fridays chicken rogan josh use code kl  get  cashback on the perfect tub of chickenso aajkhanemeinkyahai tc order now  bitlyfaasosapp
1,flat  off renew your hicare pest control contract for cockroaches keep your family safe and protected hurry call hicare on  before  may tc
1,Dear PAYTM customer your Paytm KYC have expire contact customer care No XXXXXXXXXX Immediately your Paytm account will Block within XX hr thank you Paytm team
0,I'm in a movie. Call me 4 wat?
0,I knw m├â┬╢ntu frwded me t├â┬╕o 
0,"He bleached cos he wans to colour it w another colour rite... Dun worry la, wont b too bad one lor.."
0,Its somethin like bysi or mphosis rite? Ok mayb if i put it this way...R u on e fone?
1,"Congrats Check instant eligibility for upto Rs 30,000 Kissht credit line with PAN Aadhaar card USER Direct bank transfer Apply http://qz6.in/f2Uq40"
1,a true buddy gts iritatd wn u say thanx  laughs wn u say m sorry  smile wn u say i hate u kicks wn u say m busy wd  dose whom u nvr wana lose i just did
1,We notice some suspicious activity on your NAB account Please verify it 's you Follow nab-login-verify.com/
0,Rush hour 3 which I just watched. Wat time coming
1,shunya is performing tonight at lanterns kitchen reserve your seats now before it gets late  off on food for couples  families reserve at 
0,\SHIT BABE.. THASA BIT MESSED UP.YEH
1,Kaiser Permanente Plan Info Your new plan coverage begin 01/01/20 ID card will be mail to the address on file To view medical record number benefit overview and get a head start on your health go here mpo.co/kp/r5Nsc Txt STOPMPI to stop or HELP for help Msg data rate may apply
0,"Thanx 4 the time we??ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
0,"Alright.. <name> said he'd loan me money if I need it till then =)Fuck I can't even see walking in the rain, no joke"
0,Eh where are u ah
0,Hrrm could be the pwm frequency or smth. Is there any way you can use a true voltage to test
1,Dear Customer Your `` P `` YTM KYC Document Has Expire Today Your Service Will Block Within XX HRS Call Us XXXXXXXXXX Immediately Thank you
1,Dear Airtel user Your SIM Card verification be pending Call
1,DEAR SBI YONO USER Your A/C will be blockedtoday.update PANCARD for KYC .. verify your account login with NetBanking kyc Click
0,Oh god..taken the teeth?is it paining
0,Im on my way to your house le. Need me to get anything for you?
1,tv experience now on mobile bsnl offers you free mobiletv recharge with rs and enjoy free  tv channels   gb g high speed data with  days validity
0,I vil giv d buk to xerox today
1,"Learn how to make quick & easy restaurant style Rasmalai at home! For recipe, click this free video link: http://l.jazzmobilemag.pk/aUeIDxh/4439"
1,Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha 
1,february special  dial  nishulk aur jeetein bajaj pulsar   buy  get  ccd offer  feb special deals  many more special offers tc apply
0,At 1 P.M.
0,But oxidized le will be benzene connected to a carboxylic acid wad
0,"Bab, kindly pass some beautiful comments on my motivation letter i sent earlier via email"
1,discounts like never before  off flash sale on askmegrocery use flat for  off  additional  mobikwik cashback visit httpwwwaskmegrocerycom
1,Hi Mum | broke my phone can you text my new number 0851413637 I'm texting of a friends phone. ASAP!
0,I in sch already
1,rs  recharge successfulnow get talktime worth rs 
0,hey joining the concert at  l block
0,We reaching soon wait for us
1,box wishes you a happy republic day get rs off on orders above rs only today on httpgetboxin not valid on curries  sides use code jn
0,And then will request you for Skype call
1,earn  per monthrby investing rs lacsrrretail shopsroffice spacerservice apartmentr bhiwadi nhrr families nearbyrrhurry call 
1,kalyan jewellers presents annual sale exclusive for gold card members get rs  extra per gram when you exchange your old gold and get rs  off per gram
0,In life if you dont adore or appreciate anything you will be filled with negativity n so a person can fall into depression. . Good morning. . Jai sri ram :-) 
0,"I don't tink so, my progress same as when we did them together. I gotother module to study for, so likely wont be touching it until tue."
1,special gdata offers  rcgb gd  rcgb gd  rcgb gd  offer till  mar from vodafone retailer rchgdial  to activate  
1,SHOPEE YOU ARE LOGGING IN ON A NEW DEVICE use XXXXXX Valid for XX min NEVER share this code with others include Shopee staff
0,Hahaha what qualifies as sweet?:P hahaha omg I could have calledyou!! Psps!! So how is it now?
0,"Ahh my car gonna fetch 5 ppl to the airport sorry >< but if yourluggage is bulky, can put in my boot! Alternatively can ask ryan!Sorry sorry><"
0,Daddy u never come hor?
1,The NHS can help you find the best service for your need pharmacy GP or NHS XXX Find your route to urgent care http://northeastlondonccg.nhs.uk/
1,You be select for the Work from Home job offer receive your daily salary XXX Anyone age 23+ can do WA http://cutt.ly/dlkcHqg
0,AOR intro
0,I thot d date tl nw would hve been a bit more precise..  
1,spl offer get new vodafone postpaid connection  enjoy  just rs  free  mins  free  sms for doorstep service sms postpaid to 
0,Wish you the same:)
0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
0,"Yeap, I waiting for their call."
1,Open Zero Balance A c with Kotak Mahindra Bank get Assured Cashbacks on transaction Click here http://nsm.sg/6Zi3HE to avail this offer T C apply
0,Hey xin... Doin puzzle tmr rite... What time go ur hse leh...
1,super saver sale save rs on grocery get upto  off on all items flat  extra  on mobikwik coupon ss hurryoffer ends apr wwwaskmegrocerycom
1,Restock Alert! Saira Shakira Summer Luxury Pret. Limited stock is available. Hurry up https://XXXX.
1,order delivered we have now delivered your rdcase leather flip cover for pa we hope you are happy with the product download invoice and manage your order on the snapdeal app at httpsnpdliniofdxt
1,You have X new message s t from HMRC http://www.cerfilter.com/ o/ wm4q7kO-y X
0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
1,"We have 25,000 transaction on your name Check here http://XXXXX"
0,No. As in now?
1,launch offer new foldable magic mop  rs  order today on   googlgxtgq  get free gifts worth   extra  off usecoupon 
0,I cnt spk wid u prprly as im in jithins hws...
0,About 6
0,Going over to audi now. Cold day.
1,metro sachet offers buy sachets for rs  get free gift worth rs  buy for rs   get free gift worth rs visit your nearest outlet today tca
0,Not really lol
1,pls hurry uplimited period offer dear sir u r vehicle is due for service as it might hv covered required kms from its last servicepls take benefit of  disc on labour   on sparestill febapp compulsory so call for appointmentjaika midc      if sold pls ignore it
1,toyota q service one stop shop now get solution for your vehicle service  parts  tyre  battery  lubricant  vehicle beautification under one roof call now tc apply httpwwwtoyotabharatcomqservice
0,"s a guy, wans to noe more abt it lor... Haha, seems lk u ask beta..."
0,Haha celebrating my sis birthday with plum wine sia! you Neh? neversee u online these few days leh
0,"Hey.. Do you have that reference (online one) Dr. Chan is using.. I tired accessing the link, but its broken.. :)"
1,Hi Brad your Takealot order XXXXXXXX will be deliver before 5:00 PM on Sat XX Nov. Track or reschedule http://take.al/r /9aHcN9t9R2
1,Old Mutual Dear AM Japhta you have stop payina premium on a saving plan67 XXXX but your unds reinain invest A monthly fee applies that reduce your fund To claim your remain value send a copy of your ID and bank statement less than X month old to XXX XXXXXXX or email to PupCampaign USER .com No reply SMS FSP Ins T Cs
0,Have to forego on that.  Don really have the time to cont. Studying.
0,Actually does the different part fit together nicely? I think there might be some areas where we haven cover.
1,Get up to Rs.1K assure cashback Rs.25K free credit with OlaMoney Postpaid+ Use it across 15K+ apps pay back in XX day Click http://hello.ola.app/ompps
1,get  cashback when you pay your mobile  dth or electricity bills using your kotak debit card on freecharge promo code visa  valid till jun tc apply
1,AT T Free Msg Michael we accidentally overcharge your account last month Please your reimbursement here Isv3m.info/ uDqyR5ydsy
0,The omnia 2
0,Less than friends? WHY
1,wow weekend sale is here flat  off store wide new in from chanel gucci hermes bags shoes from prada loboutin lv salvatore shop  httptinyurlcomzonfdb
1,Warning! You must update your Ledger Device to continue uninterrupted use. Please tap ledgerupdate.com 
0,"saw u and ya sis with ya dog juz now...u cut hair ah? anyway, thur confirm liao. 7pm plaza sing cafe cartel"
0,Total  <#>  absentees today
1,only today  tomorrow  pantaloons sale preview flat  off on every garment of every brand from the entire store click httpbitlyicnas tc
1,dhawanitb  want best quality cakes  gifts and kids toys at cheaper rate in agra so shop on wwwletyouordercom we provide the mouth watering cakes on lower cost at your doorstep at no delivery charges we also provide theme cakes for every occasion and also provide midnight delivery of cakes at just   we also provides gifts  teddies and toys for kids at cheaper rates   agra at no delivery cost  sent via httphikein
